GEOID,County,Tract,Total,Hispanic,White,Black,AmerInd,Asian,PacIsl,Other,Multi,White_per,Black_per,Hispanic_per,Asian_per
13121011513,Fulton County,Census Tract 115.13,3450,150,2924,147,0,85,0,17,127,84.7536231884058,4.260869565217392,4.3478260869565215,2.4637681159420293
13121011514,Fulton County,Census Tract 115.14,3589,210,2931,136,9,126,0,15,162,81.66620228475898,3.789356366675954,5.851212036779048,3.5107272220674277
13121011515,Fulton County,Census Tract 115.15,2531,113,2052,100,6,144,0,8,108,81.07467404188068,3.9510075069142636,4.464638482813117,5.689450809956539
13121011612,Fulton County,Census Tract 116.12,3462,125,2135,272,0,774,5,20,131,61.66955517042172,7.856730213749278,3.610629693818602,22.357019064124785
13121007806,Fulton County,Census Tract 78.06,5390,251,39,4934,3,7,1,23,132,0.7235621521335808,91.53988868274583,4.656771799628943,0.12987012987012986
13121007710,Fulton County,Census Tract 77.10,2891,73,54,2657,2,16,2,4,83,1.8678657903839502,91.90591490833621,2.525077827741266,0.5534417156693185
13121007711,Fulton County,Census Tract 77.11,2550,65,34,2391,4,14,0,4,38,1.3333333333333335,93.76470588235294,2.549019607843137,0.5490196078431373
13121007805,Fulton County,Census Tract 78.05,3780,242,67,3359,17,6,0,7,82,1.7724867724867723,88.86243386243386,6.402116402116402,0.15873015873015872
13121007807,Fulton County,Census Tract 78.07,2619,137,36,2363,8,1,0,15,59,1.3745704467353952,90.22527682321497,5.231004200076365,0.038182512409316534
13121007808,Fulton County,Census Tract 78.08,3749,77,31,3565,8,2,5,6,55,0.8268871699119766,95.0920245398773,2.0538810349426515,0.05334755934915977
13121007809,Fulton County,Census Tract 78.09,4380,74,63,4142,7,9,1,8,76,1.4383561643835616,94.5662100456621,1.6894977168949772,0.2054794520547945
13121007810,Fulton County,Census Tract 78.10,4498,87,47,4243,3,10,0,27,81,1.0449088483770563,94.33081369497555,1.9341929746554025,0.22232103156958646
13121007900,Fulton County,Census Tract 79,5067,77,102,4723,7,17,0,25,116,2.0130254588513914,93.21097296230512,1.5196368659956583,0.33550424314189853
13121008000,Fulton County,Census Tract 80,4672,121,259,4088,17,13,0,36,138,5.5436643835616435,87.5,2.5898972602739727,0.2782534246575342
13121008103,Fulton County,Census Tract 81.03,4361,361,36,3868,6,4,0,19,67,0.8254987388213713,88.69525338225178,8.277917908736528,0.09172208209126347
13121008104,Fulton County,Census Tract 81.04,3413,109,128,3086,0,11,0,4,75,3.7503662467037797,90.418986229123945,3.193671256958688,0.32229709932610606
