GEOID,County,Tract,Total,Hispanic,White,Black,AmerInd,Asian,PacIsl,Other,Multi,White_per,Black_per,Hispanic_per,Asian_per
13067030334,Cobb County,Census Tract 303.34,3561,187,2670,89,2,410,2,34,167,74.97893850042124,2.499297950014041,5.251333894973322,11.513619769727605
13067030335,Cobb County,Census Tract 303.35,5399,325,4217,228,4,361,2,21,241,78.10705686238192,4.223004260048157,6.019633265419523,6.686423411742916
13067030337,Cobb County,Census Tract 303.37,4943,233,3854,144,2,490,1,20,199,77.96884483107425,2.9132106008496863,4.7137365972081735,9.913008294557962
13067030340,Cobb County,Census Tract 303.40,3979,205,3107,194,2,272,1,24,174,78.08494596632319,4.875596883639105,5.1520482533299825,6.835888414174415
13067030341,Cobb County,Census Tract 303.41,4877,466,3243,422,3,419,0,43,281,66.49579659626819,8.652860364978471,9.555054336682387,8.5913471396350225
13067030342,Cobb County,Census Tract 303.42,5022,282,3923,249,11,288,1,33,235,78.1162883313421,4.958183990442055,5.615292712066906,5.734767025089606
13067030343,Cobb County,Census Tract 303.43,4926,225,3984,207,7,316,3,14,170,80.87697929354447,4.202192448233861,4.5676004872107185,6.414941128704832
13067030344,Cobb County,Census Tract 303.44,3702,364,889,1776,13,329,3,118,210,24.01404646137223,47.9740680713128,9.832522960561858,8.887088060507834
13067030345,Cobb County,Census Tract 303.45,7193,896,2569,2213,14,1157,0,74,270,35.715278743222576,30.766022521896286,12.456554984012234,16.08508271931044
13067030346,Cobb County,Census Tract 303.46,3587,614,2179,445,14,115,1,41,178,60.74714245887929,12.405910231391134,17.117368274323947,3.206021745190967
13067030347,Cobb County,Census Tract 303.47,4885,844,2922,668,6,100,2,61,282,59.8157625383828,13.674513817809622,17.277379733879222,2.047082906857728
13067030348,Cobb County,Census Tract 303.48,5013,522,2642,801,8,712,5,35,288,52.702972272092566,15.978456014362658,10.412926391382406,14.203072012766807
13067030349,Cobb County,Census Tract 303.49,3519,351,2219,454,13,234,1,56,191,63.05768684285308,12.901392441034384,9.974424552429667,6.649616368286446
13067030350,Cobb County,Census Tract 303.50,2473,232,1568,226,7,253,0,34,153,63.40477153255155,9.138697937727457,9.381318236959158,10.230489284270117
13067030351,Cobb County,Census Tract 303.51,2887,174,2302,167,6,131,0,12,95,79.7367509525459,5.784551437478351,6.027017665396606,4.5375822653273294
13067030352,Cobb County,Census Tract 303.52,5308,203,4062,122,0,666,0,32,223,76.525998492841,2.298417483044461,3.824415975885456,12.547098718914846
13067030353,Cobb County,Census Tract 303.53,3185,278,1507,836,7,362,0,31,164,47.31554160125589,26.248037676609105,8.728414442700156,11.365777080062795
13067030354,Cobb County,Census Tract 303.54,4755,269,2920,338,15,963,0,54,196,61.40904311251314,7.108307045215563,5.65720294426919,20.25236593059937
13067030355,Cobb County,Census Tract 303.55,1929,175,868,644,5,140,3,16,78,44.997407983411094,33.38517366511146,9.07205806117159,7.257646448937273
13067030356,Cobb County,Census Tract 303.56,4425,335,2283,886,10,677,0,47,187,51.593220338983045,20.022598870056495,7.5706214689265545,15.299435028248586
13067030357,Cobb County,Census Tract 303.57,2477,227,1741,116,0,258,0,18,117,70.28663706096084,4.683084376261607,9.164311667339524,10.4158255954784
13067030358,Cobb County,Census Tract 303.58,3952,249,2182,253,8,1038,0,36,186,55.21255060728745,6.401821862348179,6.3006072874493935,26.26518218623482
13067030359,Cobb County,Census Tract 303.59,4434,268,3360,240,3,346,0,23,194,75.77807848443842,5.412719891745602,6.044203879115923,7.803337843933243
13067030360,Cobb County,Census Tract 303.60,2370,123,1863,91,2,149,0,12,130,78.60759493670886,3.8396624472573837,5.189873417721519,6.28691983122363
13067030274,Cobb County,Census Tract 302.74,4148,594,2241,841,10,163,3,68,228,54.02603664416586,20.274831243972997,14.320154291224688,3.9296046287367408
13089020100,DeKalb County,Census Tract 201,2140,230,1624,77,1,83,0,7,118,75.88785046728972,3.5981308411214954,10.74766355140187,3.878504672897196
13089020200,DeKalb County,Census Tract 202,2202,115,1727,105,0,127,2,5,121,78.42870118074478,4.768392370572207,5.22252497729337,5.767484105358765
13089020300,DeKalb County,Census Tract 203,4036,213,3282,178,4,129,0,30,200,81.3181367690783,4.410307234886026,5.277502477700693,3.1962338949454905
13089020400,DeKalb County,Census Tract 204,2555,153,2027,121,3,93,0,20,138,79.33463796477494,4.735812133072407,5.988258317025441,3.639921722113503
13089020500,DeKalb County,Census Tract 205,3384,198,1800,1117,5,105,1,18,140,53.191489361702125,33.008274231678485,5.851063829787234,3.102836879432624
13089020600,DeKalb County,Census Tract 206,2843,121,1154,1358,0,79,2,24,105,40.590925079141755,47.766443897291595,4.256067534294759,2.77875483644038
13089020700,DeKalb County,Census Tract 207,2536,128,1476,665,12,96,1,14,144,58.2018927444795,26.222397476340692,5.047318611987381,3.7854889589905363
13089020801,DeKalb County,Census Tract 208.01,2673,147,1692,635,2,53,0,9,135,63.2996632996633,23.756079311634867,5.499438832772166,1.9827908716797606
13089020802,DeKalb County,Census Tract 208.02,4226,160,1870,1905,7,65,1,20,198,44.24988168480833,45.078088026502606,3.786086133459536,1.5380974917179366
13089020901,DeKalb County,Census Tract 209.01,3456,158,2016,998,4,93,0,17,170,58.333333333333336,28.877314814814813,4.5717592592592595,2.6909722222222223
13067030910,Cobb County,Census Tract 309.10,3540,1407,582,1328,9,66,0,19,129,16.440677966101696,37.514124293785315,39.74576271186441,1.864406779661017
13067030907,Cobb County,Census Tract 309.07,4047,341,2423,1013,4,76,2,49,139,59.871509760316286,25.030887076847048,8.425994563874475,1.8779342723004695
13067030908,Cobb County,Census Tract 309.08,4168,1682,811,1375,3,125,3,23,146,19.457773512476006,32.989443378119006,40.355086372360844,2.9990403071017275
13067030909,Cobb County,Census Tract 309.09,2874,631,899,1115,1,29,2,117,80,31.28044537230341,38.79610299234517,21.95546276965901,1.0090466249130132
13067030911,Cobb County,Census Tract 309.11,3210,941,678,1404,5,63,1,24,94,21.121495327102803,43.73831775700935,29.314641744548286,1.9626168224299065
13067030912,Cobb County,Census Tract 309.12,6353,2533,2093,1392,19,87,0,42,187,32.94506532346922,21.910908232331185,39.87092712104518,1.369431764520699
13067031001,Cobb County,Census Tract 310.01,5383,3193,999,998,10,24,0,45,114,18.55842467025822,18.53984766858629,59.31636633847297,0.4458480401263236
13067031004,Cobb County,Census Tract 310.04,8711,3696,1332,3238,15,195,0,48,187,15.291011364940879,37.17139249225118,42.42911261623235,2.238548961083687
13067031005,Cobb County,Census Tract 310.05,5537,2408,1061,1595,3,247,0,63,160,19.162001083619288,28.806212750586962,43.48925410872314,4.460899404009392
13067031006,Cobb County,Census Tract 310.06,4388,2856,647,714,4,64,5,19,79,14.744758432087512,16.27164995442115,65.0865998176846,1.4585232452142205
13067031007,Cobb County,Census Tract 310.07,5007,1467,784,2445,12,83,0,36,180,15.658078689834232,48.831635710006,29.298981426003596,1.6576792490513284
13067031101,Cobb County,Census Tract 311.01,5627,1892,1928,1399,16,131,4,30,227,34.26337302292518,24.862271192464902,33.623600497600854,2.3280611338190864
13067031110,Cobb County,Census Tract 311.10,3045,552,1863,412,1,61,0,26,130,61.18226600985221,13.530377668308702,18.12807881773399,2.0032840722495897
13067031111,Cobb County,Census Tract 311.11,3440,313,1752,1041,20,147,3,23,141,50.93023255813953,30.261627906976745,9.098837209302326,4.273255813953488
13117130101,Forsyth County,Census Tract 1301.01,4403,387,3646,128,7,68,0,24,143,82.80717692482399,2.9071087894617307,8.789461730638202,1.5444015444015444
13135050634,Gwinnett County,Census Tract 506.34,6306,655,2426,1323,2,1619,0,43,238,38.47129717729147,20.98001902949572,10.386933079606724,25.67396130669204
13135050635,Gwinnett County,Census Tract 506.35,3993,583,2223,564,11,425,2,27,158,55.67242674680691,14.124718256949661,14.600550964187327,10.643626346105686
13135050636,Gwinnett County,Census Tract 506.36,4251,494,1996,1069,16,536,0,23,117,46.953657962832274,25.147024229593036,11.62079510703364,12.608797929898847
13135050715,Gwinnett County,Census Tract 507.15,5661,788,2356,1214,1,997,1,44,260,41.61808867691221,21.444974386150857,13.919802155096273,17.61172937643526
13135050719,Gwinnett County,Census Tract 507.19,6149,872,1323,3390,9,211,0,56,288,21.515693608716866,55.13091559603187,14.181167669539763,3.431452268661571
13135050722,Gwinnett County,Census Tract 507.22,3341,546,615,1835,8,191,2,41,103,18.407662376533974,54.92367554624364,16.342412451361866,5.716851242143071
13135050725,Gwinnett County,Census Tract 507.25,6202,1135,1187,3219,9,380,4,45,223,19.138987423411802,51.90261206062561,18.300548210254757,6.127055788455337
13135050729,Gwinnett County,Census Tract 507.29,3768,695,861,1917,4,111,0,24,156,22.85031847133758,50.87579617834395,18.4447983014862,2.945859872611465
13135050732,Gwinnett County,Census Tract 507.32,6052,534,1044,4085,10,61,4,38,276,17.25049570389954,67.4983476536682,8.823529411764707,1.0079312623925976
13135050733,Gwinnett County,Census Tract 507.33,3184,663,486,1833,9,58,4,5,126,15.263819095477388,57.56909547738693,20.82286432160804,1.8216080402010049
13135050734,Gwinnett County,Census Tract 507.34,4606,516,898,2778,15,203,0,17,179,19.496309161962657,60.3126356925749,11.202778983934,4.407294832826747
13135050735,Gwinnett County,Census Tract 507.35,4365,613,1569,1765,10,114,3,52,239,35.945017182130584,40.43528064146621,14.04352806414662,2.611683848797251
13135050736,Gwinnett County,Census Tract 507.36,5807,721,1529,3225,4,103,5,59,161,26.33029102806957,55.53642156018598,12.416049595315998,1.7737213707594284
13135050737,Gwinnett County,Census Tract 507.37,4240,403,761,2753,11,82,3,48,179,17.94811320754717,64.92924528301887,9.504716981132075,1.9339622641509433
13135050738,Gwinnett County,Census Tract 507.38,7058,607,998,4935,11,170,1,81,255,14.139982998016434,69.92065741003117,8.600170019835646,2.408614338339473
13135050739,Gwinnett County,Census Tract 507.39,4755,521,1022,2811,2,197,3,36,163,21.493165089379602,59.11671924290221,10.956887486855942,4.143007360672976
13135050740,Gwinnett County,Census Tract 507.40,2050,531,866,439,4,130,0,2,78,42.24390243902439,21.414634146341463,25.902439024390244,6.341463414634147
13135050741,Gwinnett County,Census Tract 507.41,4905,516,1965,1763,9,383,4,61,204,40.0611620795107,35.942915392456676,10.519877675840979,7.80835881753313
13135050742,Gwinnett County,Census Tract 507.42,4766,477,2212,1598,1,234,0,20,224,46.41208560637852,33.52916491817037,10.008392782207302,4.9097775912715065
13135050743,Gwinnett County,Census Tract 507.43,4637,609,2072,1539,3,184,6,30,194,44.68406297174898,33.18956221695061,13.133491481561354,3.9680828121630367
13135050744,Gwinnett County,Census Tract 507.44,8279,776,3117,3804,29,180,0,63,310,37.64947457422394,45.947578209928736,9.3731126947699,2.1741756250754922
13135050745,Gwinnett County,Census Tract 507.45,5148,487,2072,1889,21,456,1,33,189,40.24864024864025,36.6938616938617,9.45998445998446,8.857808857808857
13135050746,Gwinnett County,Census Tract 507.46,7471,704,2335,3519,14,461,2,95,341,31.254182840315885,47.102128229152726,9.423102663632713,6.170526033998127
13135050747,Gwinnett County,Census Tract 507.47,5377,610,1344,2816,4,297,3,42,261,24.995350567230798,52.371210712293106,11.344615956853264,5.523526129812163
13135050748,Gwinnett County,Census Tract 507.48,3739,439,1067,1875,0,185,2,31,140,28.537041989836855,50.147098154586786,11.741107247927253,4.94784701791923
13135050749,Gwinnett County,Census Tract 507.49,3538,471,589,2011,8,252,9,26,172,16.64782362916902,56.840022611645004,13.312605992085924,7.122668174109667
13135050750,Gwinnett County,Census Tract 507.50,5032,482,808,3216,4,327,0,28,167,16.05723370429253,63.910969793322735,9.578696343402225,6.498410174880763
13135050751,Gwinnett County,Census Tract 507.51,4096,495,811,2511,1,95,1,39,143,19.7998046875,61.3037109375,12.0849609375,2.3193359375
13135050752,Gwinnett County,Census Tract 507.52,3422,997,967,1243,10,74,1,15,115,28.2583284628872,36.323787258912915,29.13500876680304,2.162478082992402
13135050753,Gwinnett County,Census Tract 507.53,3936,561,1287,1776,9,99,1,50,153,32.698170731707314,45.1219512195122,14.253048780487804,2.5152439024390247
13135050754,Gwinnett County,Census Tract 507.54,2989,376,958,1417,8,104,0,20,106,32.0508531281365,47.407159585145536,12.579458012713282,3.479424556707929
13135050755,Gwinnett County,Census Tract 507.55,2473,300,850,973,4,210,1,11,124,34.3712090578245,39.344925192074406,12.13101496158512,8.491710473109583
13135050756,Gwinnett County,Census Tract 507.56,4471,306,2022,1000,10,926,1,28,178,45.22478192798032,22.36636099306643,6.844106463878327,20.711250279579513
13135050757,Gwinnett County,Census Tract 507.57,3534,449,1958,558,8,357,0,31,173,55.404640633842675,15.789473684210526,12.705149971703452,10.101867572156197
13135050758,Gwinnett County,Census Tract 507.58,3371,629,1677,699,3,177,7,22,157,49.74784930287748,20.73568673983981,18.65915158706615,5.250667457727677
13135050759,Gwinnett County,Census Tract 507.59,4143,483,2008,1183,19,273,1,36,140,48.4672942312334,28.55418778662805,11.658218682114411,6.589427950760318
13135050760,Gwinnett County,Census Tract 507.60,4240,563,2132,670,14,637,1,45,178,50.28301886792453,15.80188679245283,13.278301886792454,15.023584905660378
13135050761,Gwinnett County,Census Tract 507.61,3904,662,1788,821,4,434,0,33,162,45.799180327868854,21.0297131147541,16.956967213114755,11.116803278688526
13135050762,Gwinnett County,Census Tract 507.62,5971,434,3058,1037,3,1112,0,49,278,51.21420197621839,17.367275163289232,7.268464243845251,18.623346173170326
13135050763,Gwinnett County,Census Tract 507.63,4157,335,1453,1325,13,826,2,34,169,34.95309117151792,31.873947558335335,8.058696175126293,19.870098628818862
13151070507,Henry County,Census Tract 705.07,2860,171,1007,1537,12,25,0,11,97,35.20979020979021,53.74125874125875,5.979020979020979,0.8741258741258742
13151070508,Henry County,Census Tract 705.08,5230,416,1659,2825,3,101,4,32,190,31.720841300191204,54.01529636711281,7.954110898661567,1.9311663479923518
13135050764,Gwinnett County,Census Tract 507.64,3524,360,1077,1368,7,519,4,22,167,30.561861520998868,38.819523269012485,10.21566401816118,14.727582292849034
13135050765,Gwinnett County,Census Tract 507.65,3145,278,1633,525,2,520,0,35,152,51.92368839427664,16.69316375198728,8.839427662957075,16.534181240063592
13121009106,Fulton County,Census Tract 91.06,2170,218,874,771,1,160,1,23,122,40.276497695852534,35.52995391705069,10.046082949308756,7.373271889400922
13121009201,Fulton County,Census Tract 92.01,1873,752,536,417,1,109,0,9,49,28.617191671115854,22.26374799786439,40.1494927923118,5.819540843566471
13121009202,Fulton County,Census Tract 92.02,2733,196,1511,654,0,198,0,23,151,55.287230150018296,23.929747530186606,7.171606293450421,7.244785949506037
13121009203,Fulton County,Census Tract 92.03,2762,254,1203,895,7,236,1,16,150,43.555394641564085,32.404055032585084,9.196234612599566,8.544532947139754
13121009301,Fulton County,Census Tract 93.01,2835,153,2389,145,1,53,0,8,86,84.26807760141094,5.114638447971781,5.396825396825397,1.869488536155203
13121009302,Fulton County,Census Tract 93.02,2276,144,1818,133,1,71,0,16,93,79.87697715289983,5.843585237258348,6.32688927943761,3.1195079086115993
13121009405,Fulton County,Census Tract 94.05,4332,287,1471,1388,7,950,2,32,195,33.956602031394276,32.040627885503234,6.625115420129271,21.929824561403507
13121009406,Fulton County,Census Tract 94.06,2380,615,683,718,5,262,0,11,86,28.697478991596636,30.168067226890756,25.840336134453786,11.008403361344538
13121009407,Fulton County,Census Tract 94.07,964,101,431,292,3,80,0,6,51,44.70954356846473,30.29045643153527,10.477178423236515,8.29875518672199
13121009408,Fulton County,Census Tract 94.08,1861,226,655,576,0,284,1,24,95,35.19613111230521,30.951101558301986,12.144008597528211,15.260612573885007
13121009409,Fulton County,Census Tract 94.09,1639,284,702,367,5,228,0,2,51,42.83099450884686,22.39170225747407,17.32763880414887,13.91092129347163
13121009410,Fulton County,Census Tract 94.10,1883,144,1124,353,2,148,0,16,96,59.69198088157196,18.746680828465216,7.647371216144451,7.8597981943706845
13121009411,Fulton County,Census Tract 94.11,2657,207,1526,513,10,254,1,16,130,57.43319533308242,19.307489649981182,7.790741437711706,9.55965374482499
13121011647,Fulton County,Census Tract 116.47,5160,1187,2497,707,3,535,4,32,195,48.39147286821706,13.7015503875969,23.003875968992247,10.368217054263566
13121011648,Fulton County,Census Tract 116.48,2898,154,1020,213,3,1421,5,5,77,35.196687370600415,7.349896480331262,5.314009661835748,49.033816425120776
13121011649,Fulton County,Census Tract 116.49,5387,248,1771,485,0,2643,1,34,205,32.875440876183404,9.003155745312789,4.603675515129015,49.062558010024134
13121011650,Fulton County,Census Tract 116.50,4094,305,1612,382,10,1587,0,36,162,39.37469467513434,9.330727894479725,7.4499267220322425,38.764044943820224
13121011651,Fulton County,Census Tract 116.51,2299,190,1035,234,5,709,2,8,116,45.0195737277077,10.17833840800348,8.264462809917356,30.83949543279687
13121011652,Fulton County,Census Tract 116.52,3372,229,1056,386,8,1567,0,22,104,31.316725978647685,11.447212336892052,6.791221826809016,46.47093712930012
13121011653,Fulton County,Census Tract 116.53,3753,225,2372,360,8,614,2,21,151,63.20277111644018,9.59232613908873,5.995203836930456,16.360245137223554
13121011654,Fulton County,Census Tract 116.54,2794,211,1700,436,7,300,0,27,113,60.84466714387974,15.60486757337151,7.551896921975662,10.73729420186113
13121011655,Fulton County,Census Tract 116.55,2977,210,2366,87,4,190,2,6,112,79.47598253275109,2.9224051058112193,7.05408128988915,6.382264024185422
13121011656,Fulton County,Census Tract 116.56,4213,261,2536,313,1,844,0,36,222,60.194635651554705,7.429385236173748,6.195110372656065,20.03323047709471
13121011657,Fulton County,Census Tract 116.57,3082,269,1385,414,9,834,4,19,148,44.938351719662556,13.432835820895523,8.72809863724854,27.060350421804024
13121011658,Fulton County,Census Tract 116.58,3931,368,1743,624,5,983,0,50,158,44.33986263037395,15.873823454591706,9.361485627066903,25.00635970490969
13121011659,Fulton County,Census Tract 116.59,2824,229,1457,258,0,701,1,11,167,51.59348441926346,9.135977337110482,8.109065155807366,24.822946175637394
13121011660,Fulton County,Census Tract 116.60,4431,312,2526,490,14,887,0,32,170,57.00744752877455,11.058451816745656,7.0412999322951935,20.018054615211014
13121011661,Fulton County,Census Tract 116.61,2187,110,1659,133,10,180,0,7,88,75.85733882030178,6.081390032007316,5.029721079103795,8.23045267489712
13121011801,Fulton County,Census Tract 118.01,1322,68,379,653,2,171,0,3,46,28.668683812405447,49.39485627836611,5.143721633888049,12.934947049924356
13121011802,Fulton County,Census Tract 118.02,1370,58,91,1144,4,15,0,12,46,6.642335766423358,83.5036496350365,4.233576642335766,1.094890510948905
13121011901,Fulton County,Census Tract 119.01,1859,78,510,1073,1,89,3,13,92,27.434104357181283,57.71920387305003,4.195804195804196,4.787520172135556
13121011902,Fulton County,Census Tract 119.02,1377,61,438,778,0,30,1,17,52,31.808278867102395,56.499636891793756,4.429920116194626,2.178649237472767
13121012000,Fulton County,Census Tract 120,3408,79,245,2912,4,27,0,14,127,7.188967136150234,85.44600938967136,2.318075117370892,0.7922535211267605
13121012300,Fulton County,Census Tract 123,2777,270,673,1690,2,29,0,13,100,24.234785740007204,60.85703997119193,9.722722362261434,1.0442924018725244
13121980000,Fulton County,Census Tract 9800,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
13089021602,DeKalb County,Census Tract 216.02,4147,172,3083,358,3,342,2,23,164,74.34289848082952,8.632746563781046,4.1475765613696645,8.246925488304798
13089021604,DeKalb County,Census Tract 216.04,3400,173,2557,139,3,325,0,29,174,75.20588235294117,4.088235294117648,5.088235294117647,9.558823529411764
13089021606,DeKalb County,Census Tract 216.06,3615,374,2220,503,4,304,0,27,183,61.41078838174274,13.914246196403873,10.345781466113415,8.409405255878285
13089021607,DeKalb County,Census Tract 216.07,1947,211,930,501,0,214,0,15,76,47.76579352850539,25.731895223420647,10.8371854134566,10.991268618387263
13089021608,DeKalb County,Census Tract 216.08,4342,972,1550,1353,7,244,0,24,192,35.6978350990327,31.160755412252417,22.385997236296635,5.619530170428374
13089021609,DeKalb County,Census Tract 216.09,2212,363,1324,185,1,220,0,6,113,59.85533453887884,8.363471971066907,16.410488245931283,9.945750452079565
13089021703,DeKalb County,Census Tract 217.03,4834,279,3762,227,6,370,0,18,172,77.82374844848987,4.695904013239553,5.771617707902358,7.6541166735622665
13089021707,DeKalb County,Census Tract 217.07,2953,145,2078,224,1,345,0,19,141,70.36911615306468,7.585506264815442,4.9102607517778525,11.683034202505926
13089021708,DeKalb County,Census Tract 217.08,3584,407,1588,1001,2,391,0,26,169,44.308035714285715,27.9296875,11.356026785714286,10.909598214285714
13089021709,DeKalb County,Census Tract 217.09,3286,666,1531,692,1,214,0,22,160,46.591600730371276,21.059038344491785,20.26780279975654,6.5124771758977475
13089021710,DeKalb County,Census Tract 217.10,3139,383,1939,369,0,291,1,14,142,61.771264733991714,11.755336094297547,12.20133800573431,9.270468302007009
13089021711,DeKalb County,Census Tract 217.11,2903,1155,890,402,9,343,0,26,78,30.657940062004823,13.847743713399932,39.78642783327592,11.815363417154668
13089021712,DeKalb County,Census Tract 217.12,2744,427,886,1068,0,254,1,23,85,32.288629737609334,38.921282798833815,15.561224489795919,9.256559766763848
13089021808,DeKalb County,Census Tract 218.08,5069,1291,2430,687,2,422,0,26,211,47.93844939830341,13.552969027421582,25.468534227658314,8.325113434602486
13089021812,DeKalb County,Census Tract 218.12,2477,825,979,304,8,243,3,14,101,39.5236172789665,12.272910779168349,33.30641905530884,9.810254339927331
13089021813,DeKalb County,Census Tract 218.13,2771,1127,220,1263,10,66,0,16,69,7.939372067845543,45.57921328040418,40.67123782028148,2.381811620353663
13089021815,DeKalb County,Census Tract 218.15,4095,1754,374,1656,9,184,2,26,90,9.133089133089133,40.43956043956044,42.83272283272283,4.493284493284493
13089021816,DeKalb County,Census Tract 218.16,2844,1174,820,593,0,152,0,17,88,28.83263009845288,20.850914205344584,41.27988748241913,5.344585091420535
13089021817,DeKalb County,Census Tract 218.17,2097,198,585,828,2,412,0,14,58,27.896995708154503,39.48497854077253,9.44206008583691,19.647114926084882
13089021818,DeKalb County,Census Tract 218.18,4781,739,2163,1070,12,580,1,35,181,45.241581259150806,22.38025517674127,15.457017360384857,12.13135327337377
13089021819,DeKalb County,Census Tract 218.19,3523,336,2268,391,5,345,0,17,161,64.3769514618223,11.09849560034062,9.537326142492194,9.792790235594664
13089021820,DeKalb County,Census Tract 218.20,2367,173,691,1188,2,210,2,5,96,29.193071398394594,50.19011406844106,7.308829742289818,8.871989860583017
13089021821,DeKalb County,Census Tract 218.21,3203,345,2203,253,4,248,0,11,139,68.77926943490478,7.8988448329690915,10.771152044957852,7.742741180143615
13089021822,DeKalb County,Census Tract 218.22,3837,450,2417,519,13,261,4,30,143,62.991920771436014,13.526192337763879,11.727912431587177,6.802189210320562
13089021823,DeKalb County,Census Tract 218.23,3633,445,1420,1352,7,254,0,18,137,39.08615469309111,37.21442334159097,12.248830167905313,6.991467107074044
13089021824,DeKalb County,Census Tract 218.24,2812,1109,378,1008,5,210,0,27,75,13.442389758179232,35.84637268847795,39.43812233285918,7.467994310099574
13089021906,DeKalb County,Census Tract 219.06,5628,491,573,4012,21,296,2,21,212,10.181236673773988,71.28642501776831,8.724235963041933,5.259417199715707
13089021908,DeKalb County,Census Tract 219.08,5528,279,359,4166,10,470,1,23,220,6.494211287988423,75.36179450072359,5.0470332850940665,8.50217076700434
13089021910,DeKalb County,Census Tract 219.10,5841,240,667,4099,18,569,0,37,211,11.419277520972436,70.1763396678651,4.108885464817668,9.741482622838555
13089021911,DeKalb County,Census Tract 219.11,2382,241,55,1999,3,15,1,14,54,2.3089840470193113,83.92107472712007,10.117548278757345,0.6297229219143577
13089021912,DeKalb County,Census Tract 219.12,3613,181,1822,1198,15,213,1,28,155,50.42900636590091,33.15804040963188,5.009687240520344,5.895377802380294
13089021913,DeKalb County,Census Tract 219.13,4854,404,245,3977,15,26,0,8,179,5.047383601153688,81.9324268644417,8.323032550473835,0.5356407086938607
13089021914,DeKalb County,Census Tract 219.14,4343,319,789,2986,12,75,1,29,132,18.16716555376468,68.75431729219433,7.345153119963159,1.7269168777342851
13089021915,DeKalb County,Census Tract 219.15,4869,194,794,3593,4,87,0,44,153,16.307249948654754,73.79338673238858,3.984391045389197,1.7868145409735057
13089021916,DeKalb County,Census Tract 219.16,3616,232,432,2648,7,137,0,27,133,11.946902654867257,73.23008849557522,6.415929203539823,3.7887168141592924
13117130103,Forsyth County,Census Tract 1301.03,4781,628,3861,81,9,32,0,9,161,80.7571637732692,1.6942062330056473,13.135327337377117,0.6693160426688978
13117130102,Forsyth County,Census Tract 1301.02,2790,169,2503,9,5,22,0,2,80,89.71326164874553,0.3225806451612903,6.057347670250897,0.7885304659498209
13117130104,Forsyth County,Census Tract 1301.04,4453,280,3902,40,9,36,2,9,175,87.62631933527959,0.8982708286548395,6.287895800583875,0.8084437457893554
13117130105,Forsyth County,Census Tract 1301.05,2578,595,1789,33,14,10,1,20,116,69.39487975174555,1.2800620636152056,23.07990690457719,0.3878975950349108
13117130201,Forsyth County,Census Tract 1302.01,5186,428,4325,86,9,87,2,19,230,83.39760894716545,1.6583108368684922,8.252988816043192,1.6775935210181256
13117130202,Forsyth County,Census Tract 1302.02,5997,375,4842,260,10,243,2,10,255,80.74037018509254,4.335501083875271,6.253126563281642,4.052026013006503
13117130203,Forsyth County,Census Tract 1302.03,5505,449,4549,116,2,69,3,14,303,82.63396911898275,2.1071752951861944,8.15622161671208,1.2534059945504086
13117130204,Forsyth County,Census Tract 1302.04,6673,617,5243,331,9,173,1,23,276,78.57035815974824,4.960287726659674,9.246216094710027,2.5925370897647233
13117130205,Forsyth County,Census Tract 1302.05,6516,1064,4153,571,11,373,6,34,304,63.735420503376304,8.76304481276857,16.32903621853898,5.724370779619399
13117130301,Forsyth County,Census Tract 1303.01,6081,605,4767,203,14,180,3,35,274,78.39171188949186,3.3382667324453212,9.949021542509456,2.960039467192896
13117130302,Forsyth County,Census Tract 1303.02,9344,573,6719,354,19,1253,5,78,343,71.90710616438356,3.7885273972602738,6.132277397260274,13.409674657534246
13117130303,Forsyth County,Census Tract 1303.03,4077,470,3255,107,3,89,2,21,130,79.83811626195732,2.624478783419181,11.528084375766495,2.182977679666421
13117130304,Forsyth County,Census Tract 1303.04,6811,477,4184,344,12,1500,1,27,266,61.43003964175598,5.050653354867126,7.003376890324475,22.02319776831596
13117130305,Forsyth County,Census Tract 1303.05,6994,581,5149,322,11,546,3,50,332,73.62024592507865,4.603946239633972,8.307120388904774,7.806691449814126
13117130306,Forsyth County,Census Tract 1303.06,5407,367,3666,184,3,977,5,20,185,67.80099870538191,3.4029961161457374,6.787497688181985,18.069169594969484
13117130307,Forsyth County,Census Tract 1303.07,6706,605,4278,340,21,1198,2,18,244,63.7936176558306,5.0700864897107065,9.021771547867582,17.86459886668655
13117130406,Forsyth County,Census Tract 1304.06,7808,1407,3855,435,20,1693,0,85,313,49.37243852459016,5.571209016393443,18.01997950819672,21.682889344262296
13117130409,Forsyth County,Census Tract 1304.09,3464,947,2152,166,6,65,0,30,98,62.12471131639723,4.7921478060046185,27.338337182448036,1.8764434180138567
13117130410,Forsyth County,Census Tract 1304.10,8922,1387,5346,573,19,1125,0,59,413,59.91930060524546,6.422326832548755,15.545841739520286,12.60928043039677
13117130411,Forsyth County,Census Tract 1304.11,2796,386,2061,154,2,64,1,15,113,73.71244635193133,5.507868383404864,13.80543633762518,2.28898426323319
13117130412,Forsyth County,Census Tract 1304.12,3328,472,2646,28,6,25,0,10,141,79.50721153846155,0.8413461538461539,14.182692307692307,0.7512019230769231
13117130413,Forsyth County,Census Tract 1304.13,3251,1025,1962,107,3,40,2,16,96,60.35066133497386,3.291294986158105,31.5287603814211,1.2303906490310674
13117130414,Forsyth County,Census Tract 1304.14,4837,371,3352,225,6,576,2,46,259,69.29915236716974,4.651643580731859,7.670043415340087,11.908207566673559
